id,race,nationality
148629,1,1
148630,1,2
148632,1,2
148633,1,1
148643,1,1
148653,1,1
148656,1,1
148660,1,1
148662,1,1
148663,1,2
148671,1,1
148676,1,1
148678,1,2
148681,1,1
148687,1,1
148693,1,1
148695,1,1
148711,1,1
148712,1,12
148719,1,1
148720,1,1
148724,1,1
148726,1,1
148727,1,1
148749,1,1
148753,1,12
148764,1,1
148766,7,14
148779,1,1
148791,1,1
148799,1,1
148804,1,NA
148806,1,1
148812,1,1
148829,1,1
148850,1,1
148863,1,1
148867,1,1
148880,1,1
148887,1,1
148898,1,1
148908,1,1
148911,1,1
148912,1,1
148913,1,1
148918,1,1
148930,NA,NA
148933,1,1
148937,1,1
148941,1,1
148945,1,1
148947,1,14
148949,1,1
148958,1,1
148962,1,1
148992,1,1
148994,1,1
148998,1,1
149010,1,1
149012,1,1
149034,1,1
149036,1,1
149037,1,1
149043,NA,NA
149046,NA,NA
149053,1,1
149058,1,1
149062,1,1
149063,1,1
149092,1,1
149095,1,1
149102,1,1
149104,NA,NA
149126,1,1
149128,1,1
149139,1,1
149144,NA,NA
149151,1,1
149154,1,1
149155,1,1
149168,1,1
149171,1,1
149173,1,1
149175,1,1
149182,1,1
149203,1,1
149207,1,1
149225,1,1
149258,1,1
149268,1,1
149283,1,1
149292,1,1
149297,1,2
149309,1,1
149337,1,1
149343,1,1
149346,1,1
149356,1,1
149357,1,1
149359,1,1
149365,1,1
149395,1,1
149398,1,1
149404,1,1
149408,1,1
149411,1,2
149421,1,1
149423,3,7
149426,1,1
149428,1,1
149448,1,1
149452,1,1
149456,1,1
149457,1,5
149460,1,1
149461,1,1
149464,1,1
149467,1,1
149471,1,1
149477,1,1
149481,1,1
149485,1,1
149495,4,1
149501,1,2
149503,1,1
149504,1,1
149505,1,1
149511,1,1
149519,1,2
149531,1,1
149535,NA,NA
149543,NA,1
149546,1,1
149563,1,1
149566,1,1
149579,1,1
149583,1,1
149598,1,1
149602,1,1
149609,1,1
149635,1,1
149648,NA,NA
149650,1,1
149655,1,1
149658,1,1
149659,NA,1
149669,1,1
149671,1,1
149677,1,1
149679,1,1
149690,1,1
149696,1,1
149713,1,1
149732,1,1
149737,1,1
149747,1,1
149749,1,1
149752,1,1
149762,1,1
149766,1,12
149768,1,1
149770,1,1
149775,1,1
149787,1,14
149790,1,1
149794,1,1
149795,1,1
149814,1,1
149822,1,1
149830,1,1
149838,1,1
149844,NA,NA
149867,1,1
149876,1,12
149878,1,1
149883,1,1
149887,1,1
149894,1,1
149903,1,2
149911,1,1
149912,1,1
149920,1,1
149922,1,1
149929,1,1
149937,NA,1
149938,1,1
149953,1,1
149961,1,1
149965,1,1
149974,1,1
149979,1,1
149995,1,1
150011,1,1
150017,1,1
150025,1,1
150057,1,NA
150059,1,1
150064,1,1
150075,1,1
150077,1,1
150079,1,1
150083,1,1
150088,1,1
150099,1,1
150103,1,1
150104,1,1
150109,1,2
150120,1,1
150121,1,1
150127,1,1
150134,1,5
150136,1,1
150137,1,1
150143,1,1
150144,1,1
150165,1,1
150204,1,1
150214,1,1
150219,1,12
150224,1,1
150227,1,1
150251,1,1
150269,1,1
150272,1,2
150274,1,1
150287,1,1
150288,1,1
150290,NA,NA
150293,1,1
150294,1,1
150306,1,1
150308,1,1
150329,NA,NA
150362,1,2
150363,1,1
150370,1,1
150380,1,1
150383,NA,NA
150388,1,1
150404,1,1
150415,1,1
150417,1,1
150421,1,1
150441,1,1
150443,1,1
150444,1,1
150448,1,1
150477,1,1
150480,1,1
150486,1,1
150487,1,2
150488,1,2
150491,1,1
150506,1,1
150510,1,1
150519,1,1
150533,1,1
150542,1,1
150547,NA,NA
150553,1,1
150561,1,1
150568,1,1
150574,1,1
150576,1,1
150580,1,1
150597,1,1
150614,1,1
150620,1,1
150636,1,1
150645,1,1
150668,1,1
150679,1,1
150682,1,1
150683,NA,NA
150692,1,1
150713,1,1
150724,1,1
150725,1,1
150731,1,1
150749,1,1
150750,1,2
150753,1,1
150755,1,1
150756,1,1
150758,1,1
150762,1,1
150763,1,1
150764,1,1
150767,1,1
150804,1,1
150841,1,13
150844,1,1
150845,1,1
150850,NA,NA
150854,1,1
150858,1,1
150869,1,1
150870,1,1
150888,1,1
150893,1,1
150895,1,1
150896,1,1
150912,1,1
150916,1,1
150920,1,1
150923,1,2
150925,1,1
150929,1,1
150932,1,1
150936,1,1
150940,1,1
150950,1,1
150958,1,1
150963,1,1
150971,1,1
150974,NA,NA
150975,1,1
150982,1,1
150985,1,1
150987,1,1
150992,1,1
151002,1,1
151004,1,1
151005,1,1
151009,1,1
151026,1,1
151036,1,1
151040,NA,NA
151051,1,1
151053,1,12
151058,1,1
151067,1,1
151072,1,1
151074,1,1
151085,1,1
151090,1,1
151101,1,1
151118,1,1
151120,1,14
151134,1,1
151137,1,1
151160,1,1
151161,1,1
151162,1,1
151163,1,1
151174,1,1
151190,1,1
151192,1,1
151197,1,1
151205,1,1
151207,1,1
151208,1,1
151209,1,2
151222,1,1
151227,1,1
151231,1,1
151234,1,1
151238,1,1
151253,1,1
151284,1,1
151286,1,1
151287,1,1
151290,1,1
151311,1,1
151317,1,1
151332,1,1
151345,1,1
151353,1,1
151362,1,1
151365,1,1
151384,1,1
151394,1,2
151398,1,1
151406,1,1
151417,1,1
151418,1,1
151432,1,1
151435,1,1
151436,1,1
151448,NA,NA
151468,1,1
151471,NA,NA
151474,1,1
151476,1,1
151482,1,1
151483,1,2
151485,1,1
151505,1,1
151508,1,1
151510,1,1
151534,1,2
151549,1,1
151550,1,1
151555,1,1
151559,1,1
151561,1,1
151565,1,1
151574,1,1
151576,1,1
151590,1,2
151594,1,1
151605,1,1
151635,7,14
151651,1,1
151653,NA,NA
151663,1,2
151666,1,1
151673,1,1
151676,1,1
151679,7,14
151681,1,1
151685,1,1
151689,1,1
151705,1,1
151706,NA,NA
151710,1,1
151721,1,2
151748,1,1
151756,1,1
151758,1,1
151770,1,1
151771,1,1
151774,NA,NA
151779,1,2
151780,1,1
151787,1,1
151790,1,1
151795,1,1
151801,1,2
151806,1,1
151820,1,1
151837,1,1
151849,1,1
151850,1,1
151852,1,1
151854,1,5
151855,1,1
151859,1,1
151863,NA,NA
151865,1,1
151876,1,1
151877,NA,NA
151880,1,1
151887,1,2
151889,NA,NA
151895,1,1
151911,1,1
151916,1,1
151939,1,1
151948,1,1
151949,1,1
151956,1,1
151968,1,1
151969,1,1
151984,1,1
151988,1,1
151989,1,1
152003,1,1
152006,1,1
152009,1,1
152028,1,1
152050,1,1
152055,7,14
152063,1,1
152066,1,1
152070,1,1
152074,1,1
152077,7,14
152079,1,1
152084,1,1
152089,1,1
152095,1,1
152108,1,1
152124,1,1
152128,1,1
152129,1,1
152130,1,1
152140,1,1
152145,1,1
152148,1,1
152163,1,1
152180,1,2
152184,1,1
152195,1,1
152200,1,1
152204,1,1
152206,1,1
152218,1,1
152232,1,1
152245,1,2
152256,1,1
152258,1,1
152259,1,1
152277,1,1
152291,1,1
152304,1,1
152312,7,14
152314,1,1
152315,1,1
152329,1,1
152333,1,1
152344,1,1
152347,1,1
152354,1,1
152366,1,1
152369,1,1
152380,1,1
152403,4,NA
152411,1,1
152419,1,1
152433,1,2
152452,1,1
152453,1,1
152454,7,14
152466,1,1
152467,1,1
152469,7,14
152475,1,1
152483,1,1
152486,1,1
152508,1,1
152509,1,1
152515,1,1
152522,1,1
152528,1,2
152534,1,1
152536,1,1
152538,1,1
152539,1,1
152541,1,1
152542,1,1
152543,1,1
152544,1,1
152549,7,14
152558,1,1
152565,1,1
152568,1,1
152576,1,2
152602,1,1
152609,1,NA
152630,1,2
152644,4,NA
152683,1,1
152684,1,1
152690,1,1
152693,1,1
152694,1,1
152696,1,1
152700,1,1
152711,1,1
152723,1,1
152740,1,1
152745,1,1
152748,NA,NA
152779,1,1
152781,1,1
152795,1,1
152803,1,1
152814,1,1
152815,1,1
152822,1,5
152826,1,1
152831,1,1
152834,1,1
152837,1,1
152843,1,1
152849,1,1
152901,1,1
152902,1,1
152905,1,1
152908,1,1
152919,NA,NA
152936,1,1
152937,1,1
152967,1,1
152972,1,1
152977,1,1
152980,1,1
152981,1,2
152982,NA,NA
152993,1,1
153003,NA,NA
153005,1,1
153011,1,1
153016,1,1
153020,1,2
153024,1,1
153028,1,1
153048,1,1
153058,1,1
153059,NA,NA
153075,1,2
153077,1,1
153083,1,1
153084,1,1
153087,1,1
153090,1,1
153099,1,1
153105,1,1
153113,1,1
153116,1,1
153128,1,1
153130,1,1
153137,1,1
153143,1,1
153145,1,1
153167,NA,NA
153178,1,1
153193,1,1
153194,NA,NA
153199,1,1
153211,1,1
153214,1,2
153215,1,1
153221,1,1
153227,7,14
153230,1,1
153237,1,1
153252,NA,NA
153262,3,6
153266,1,2
153268,1,1
153274,1,1
153282,1,1
153285,1,1
153294,1,1
153307,1,1
153310,1,1
153311,1,1
153335,1,1
153342,1,1
153343,1,1
153349,1,1
153350,1,1
153353,1,1
153357,7,14
153365,NA,NA
153383,1,1
153391,1,1
153392,1,1
153395,1,1
153401,1,2
153419,1,1
153423,1,1
153427,1,12
153440,1,1
153441,1,1
153446,1,1
153447,1,12
153451,1,1
153456,1,1
153463,1,1
153477,1,1
153480,1,1
153484,1,1
153485,1,1
153487,1,1
153494,NA,NA
153500,1,1
153504,1,2
153508,1,1
153515,NA,NA
153518,NA,NA
153526,NA,NA
153530,1,14
153531,1,2
153566,1,1
153575,1,1
153581,NA,NA
153582,1,1
153583,1,1
153604,1,1
153608,1,12
153610,1,1
153621,1,NA
153650,1,2
153658,1,1
153665,NA,NA
153672,1,1
153680,1,1
153686,NA,NA
153688,1,1
153690,1,1
153711,1,1
153713,1,1
153715,1,1
153723,1,1
153733,1,1
153734,1,1
153737,1,1
153743,1,1
153751,1,1
153754,1,1
153756,1,1
153757,1,1
153760,1,1
153764,1,1
153768,1,1
153769,1,1
153770,1,1
153771,1,2
153778,1,1
153783,1,1
153784,5,NA
153802,1,1
153815,1,1
153816,1,1
153817,1,1
153826,1,1
153827,1,1
153828,4,NA
153831,1,1
153846,1,1
153847,1,1
153848,1,1
153849,1,1
153855,1,1
153860,1,1
153861,NA,NA
153866,1,1
153891,1,1
153901,1,1
153906,1,1
153910,1,1
153911,1,1
153919,7,14
153921,1,1
153924,1,1
153927,1,1
153935,1,1
153938,1,1
153949,1,1
153950,1,1
153968,1,1
153975,1,1
153976,1,1
153978,1,1
153979,1,1
154000,1,1
154005,1,1
154010,1,1
154015,1,1
154022,1,1
154039,1,1
154056,1,1
154067,NA,NA
154080,4,NA
154087,1,1
154089,3,7
154102,1,1
154110,1,1
154111,1,1
154113,1,1
154114,1,1
154132,1,1
154151,1,1
154156,1,1
154158,1,1
154159,1,1
154187,1,1
154191,1,1
154193,1,1
154194,NA,NA
154198,1,1
154209,1,1
154221,1,1
154240,1,1
154242,1,1
154245,1,2
154252,1,1
154283,1,1
154288,1,1
154303,1,1
154305,1,1
154309,1,1
154312,1,1
154326,NA,NA
154332,1,1
154342,1,1
154356,1,1
154357,1,1
154359,1,1
154372,1,1
154379,1,1
154422,1,1
154424,1,1
154430,NA,NA
154434,1,1
154435,NA,NA
154446,1,1
154450,NA,NA
154451,1,1
154452,1,1
154460,1,1
154463,1,1
154471,1,1
154472,1,1
154480,1,2
154481,1,1
154496,1,1
154499,1,1
154508,1,1
154530,1,1
154547,1,1
154573,1,1
154582,1,1
154587,1,1
154593,1,1
154608,1,1
154619,1,1
154625,1,1
154627,1,1
154628,1,1
154635,1,1
154645,1,1
154653,1,1
154658,1,1
154669,1,1
154676,1,1
154681,1,1
154685,1,2
154689,1,1
154693,1,1
154721,1,1
154723,1,1
154730,1,2
154738,1,1
154742,1,1
154757,1,1
154764,1,1
154779,1,NA
154787,1,1
154792,1,1
154800,1,2
154806,1,1
154808,1,1
154817,NA,NA
154832,1,1
154845,1,1
154851,1,1
154854,1,1
154855,3,7
154876,1,1
154879,1,1
154882,1,1
154887,1,1
154891,5,NA
154892,1,1
154901,1,1
154906,1,1
154935,1,1
154938,1,1
154942,1,1
154945,1,1
154950,1,1
154952,1,1
154956,1,1
154959,1,1
154968,1,1
154973,1,1
154999,1,1
155000,1,1
155004,1,2
155005,1,1
155008,1,1
155025,1,1
155036,1,1
155037,1,1
155038,1,1
155048,1,1
155054,1,1
155060,1,1
155079,1,1
155096,1,1
155102,1,1
155122,1,1
155133,1,1
155143,1,2
155144,1,1
155154,1,1
155158,1,1
155178,4,11
155187,1,12
155191,3,6
155193,1,1
155195,1,1
155205,1,1
155215,1,1
155217,1,1
155218,NA,NA
155223,1,1
155244,1,1
155247,1,1
155249,1,1
155258,1,2
155261,1,1
155263,NA,NA
155265,1,1
155272,1,1
155284,1,1
155287,1,1
155292,1,1
155295,1,1
155297,1,12
155298,1,1
155311,NA,NA
155318,1,1
155319,1,1
155324,1,1
155328,1,1
155337,1,1
155350,1,1
155354,1,1
155383,1,1
155385,1,2
155391,1,1
155442,1,1
155445,1,1
155447,1,1
155486,1,1
155489,1,1
155495,1,1
155532,1,1
155536,1,1
155548,1,2
155557,1,1
155564,1,1
155570,1,1
155574,1,1
155577,1,1
155579,1,1
155590,4,NA
155603,1,1
155615,1,1
155629,1,1
155632,1,1
155648,1,1
155652,1,1
155656,1,1
155663,1,1
155664,1,1
155668,1,1
155672,1,1
155680,NA,NA
155681,3,7
155686,1,1
155692,1,1
155693,1,1
155699,1,1
155750,1,1
155754,1,1
155779,1,1
155781,1,1
155798,1,1
155809,1,1
155810,1,1
155815,NA,NA
155825,1,1
155827,7,14
155835,1,1
155845,1,1
155846,1,1
155859,1,1
155860,1,2
155871,1,2
155876,1,1
155890,1,1
155896,1,1
155897,1,1
155909,1,1
155913,1,1
155915,1,1
155925,1,1
155929,1,1
155930,1,1
155931,1,1
155935,1,1
155962,1,1
155965,1,1
155970,1,1
155971,1,1
155982,1,1
155983,1,1
155987,1,1
155998,NA,NA
156003,1,1
156005,1,1
156013,1,1
156016,1,1
156017,1,1
156025,1,1
156032,7,14
156052,1,1
156057,1,1
156058,1,14
156076,1,1
156090,1,1
156093,1,12
156095,1,1
156105,1,1
156107,1,1
156113,1,12
156120,1,1
156141,3,7
156149,1,1
156162,1,1
156171,1,1
156174,1,1
156178,1,1
156186,1,2
156187,1,1
156204,1,1
156222,1,1
156234,1,2
156238,1,1
156243,1,1
156244,1,2
156253,1,2
156256,1,1
156261,1,1
156271,1,5
156275,1,1
156277,1,1
156282,1,1
156285,1,1
156286,1,1
156287,1,1
156292,1,1
156295,1,1
156296,1,1
156329,1,1
156333,1,1
156340,1,1
156341,1,1
156346,1,1
156373,1,12
156374,NA,NA
156375,1,1
156383,1,1
156401,1,1
156403,1,1
156415,1,1
156422,1,1
156424,1,1
156429,1,12
156437,1,1
156444,1,1
156447,1,1
156448,1,1
156449,1,1
156450,1,1
156451,1,1
156457,1,1
156459,1,1
156464,1,1
156471,1,1
156477,1,1
156487,1,1
156492,1,1
156493,NA,NA
156498,1,1
156507,1,1
156508,1,1
156513,NA,NA
156544,1,1
156568,1,2
156569,1,1
156575,1,1
156587,1,1
156588,1,1
156595,1,1
156596,1,1
156599,NA,NA
156619,1,1
156628,1,1
156631,1,1
156632,1,1
156638,1,1
156639,1,1
156647,1,1
156656,1,1
156657,NA,NA
156659,1,12
156677,1,1
156679,1,1
156686,1,1
156691,1,1
156700,1,NA
156711,1,1
156715,NA,NA
156732,1,1
156736,1,1
156760,1,1
156766,1,1
156767,1,1
156787,1,2
156814,1,1
156821,1,1
156833,1,1
156837,1,1
156851,1,1
156869,1,1
156871,1,1
156877,1,12
156879,7,14
156889,1,1
156890,1,5
156894,1,1
156905,1,1
156909,1,1
156911,1,2
156915,1,1
156916,1,1
156922,1,1
156927,1,1
156931,1,2
156933,1,1
156941,1,1
156942,NA,NA
156947,1,1
156949,1,1
156951,1,1
156960,1,2
156962,1,1
156983,1,1
156988,1,1
157018,1,1
157048,1,1
157053,1,1
157071,NA,NA
157073,1,2
157080,1,1
157092,1,1
157117,1,1
157119,1,1
157133,1,1
157136,1,12
157138,1,1
157139,NA,NA
157142,1,1
157145,7,14
157151,1,1
157159,1,1
157165,1,1
157167,1,1
157168,1,1
157179,1,1
157181,1,1
157182,1,1
157186,1,1
157197,1,1
157203,1,1
157207,1,1
157225,1,1
157228,1,1
157242,1,2
157245,1,1
157260,1,1
157265,1,1
157268,1,1
157278,1,1
157280,1,1
157286,1,1
157308,1,1
157323,1,1
157325,1,1
157326,1,12
157337,1,1
157343,1,1
157348,1,1
157349,1,1
157350,1,1
157352,1,NA
157355,NA,NA
157370,1,1
157386,1,1
157411,1,1
157420,1,1
157429,1,1
157446,1,1
157448,1,1
157460,1,1
157465,1,1
157466,1,1
157468,1,1
157473,1,1
157475,1,1
157507,1,1
157512,1,1
157515,1,1
157522,1,2
157524,1,1
157538,1,1
157545,1,1
157548,1,1
157550,1,1
157559,1,1
157570,1,1
157576,1,1
157578,1,1
157594,1,1
157606,1,1
157612,1,1
157625,1,1
157636,1,1
157639,1,1
157641,1,1
157648,1,1
157649,1,1
157669,1,1
157680,1,2
157686,1,1
157692,1,1
157697,1,12
157724,1,1
157726,1,1
157743,1,1
157754,1,1
157760,1,1
157768,1,1
157780,1,1
157784,1,1
157790,NA,NA
157795,1,1
157806,NA,NA
157818,1,1
157828,1,2
157835,1,1
157844,1,2
157850,1,1
157863,1,1
157870,1,1
157895,1,1
157904,1,1
157906,NA,NA
157907,1,1
157908,1,1
157932,1,1
157942,1,1
157951,1,1
157957,1,2
157967,1,4
157987,1,1
158019,3,NA
158029,1,1
158035,1,1
158042,1,1
158048,1,12
158055,1,1
158057,1,1
158070,1,1
158077,1,1
158090,1,1
158098,7,14
158099,1,1
158143,1,1
158147,1,1
158154,1,1
158157,1,2
158159,1,1
158161,1,1
158164,1,1
158171,1,1
158191,1,1
158196,1,1
158204,1,1
158207,1,1
158208,1,1
158216,1,1
158229,1,1
158235,1,1
158246,1,1
158250,1,1
158270,1,1
158271,1,1
158279,1,1
158287,7,14
158291,1,1
158293,1,1
158295,1,1
158302,1,1
158306,1,1
158308,7,14
158310,1,1
158312,4,NA
158324,1,1
158327,1,1
158329,1,1
158333,1,2
158338,1,1
158339,3,12
158350,1,1
158357,1,1
158379,1,1
158380,1,1
158397,1,1
158403,1,1
158415,1,1
158418,1,1
158419,1,1
158422,1,1
158443,1,1
158452,1,2
158456,1,1
158467,NA,NA
158471,1,1
158487,1,2
158510,1,1
158513,1,1
158516,1,1
158518,NA,NA
158533,1,1
158551,1,1
158562,1,1
158598,1,1
158620,1,1
158622,1,1
158637,7,14
158638,1,1
158646,1,1
158647,1,1
158648,1,1
158662,1,1
158665,1,1
158667,1,5
158691,1,12
158695,1,1
158701,1,1
158718,1,1
158719,1,1
158725,NA,NA
158727,7,14
158736,1,1
158746,1,1
158751,1,1
158770,1,1
158785,1,1
158822,1,2
158831,1,1
158837,1,1
158838,NA,NA
158840,1,1
158843,1,1
158864,1,1
158883,1,1
158887,1,1
158889,NA,NA
158893,1,1
158917,1,1
158919,1,1
158932,1,1
158938,1,1
158945,1,1
158958,1,1
158966,1,1
158967,1,1
158979,1,1
158980,1,2
158982,1,1
158983,1,NA
158991,1,1
158995,1,1
159014,1,1
159020,1,1
159025,1,1
159029,1,2
159035,1,1
159047,1,1
159051,1,1
159064,1,1
159068,1,1
159074,1,1
159091,1,1
159098,1,1
159105,1,1
159117,1,1
159126,1,1
159131,1,1
159142,1,1
159143,1,1
159157,1,1
159166,1,3
159184,1,1
159212,1,1
159217,1,1
159221,1,1
159223,1,1
159251,1,2
159252,1,1
159256,1,1
159263,1,2
159276,1,1
159280,1,2
159282,1,1
159297,1,1
159308,1,1
159317,1,1
159318,1,1
159321,1,1
159323,1,1
159336,1,1
159339,1,1
159346,1,1
159355,1,1
159364,1,1
159382,1,1
159389,1,1
159393,NA,NA
159410,1,2
159414,NA,NA
159417,1,1
159422,1,1
159428,1,1
159441,1,1
159448,1,1
159451,1,1
159459,1,1
159463,1,1
159482,1,1
159489,1,1
159495,1,1
159496,NA,NA
159515,1,1
159524,1,2
159528,NA,NA
159532,1,1
159536,1,1
159537,1,1
159550,1,1
159551,1,5
159563,1,1
159566,1,1
159570,1,1
159571,7,14
159577,1,1
159590,1,1
159591,1,1
159599,1,1
159607,1,1
159609,7,14
159614,1,1
159618,1,12
159620,1,1
159634,1,1
159636,1,1
159642,1,1
159643,1,1
159645,1,1
159674,1,1
159682,1,1
159690,4,NA
159706,1,1
159713,1,1
159728,1,1
159749,1,1
159750,1,1
159771,1,4
159777,3,NA
159788,1,1
159791,1,1
159793,1,1
159798,1,1
159802,1,1
159803,1,1
159805,1,1
159808,1,1
159809,1,1
159810,1,1
159813,NA,NA
159814,1,1
159822,1,1
159834,1,1
159836,1,12
159842,NA,NA
159855,1,1
159862,1,1
159871,1,1
159875,1,1
159909,1,12
159917,1,1
159932,1,1
159934,1,1
159936,1,1
159939,1,1
159943,1,1
159946,1,2
159952,1,1
159965,1,1
159969,1,1
159974,1,1
159982,1,12
159987,1,1
159994,1,1
159999,1,1
160000,1,1
160004,1,1
160006,1,1
160009,1,1
160011,1,2
160012,1,2
160020,1,12
160034,1,2
160050,1,1
160054,1,1
160060,1,1
160078,1,1
160085,1,1
160092,1,12
160096,1,1
160114,1,1
160122,1,1
160134,1,12
160140,1,1
160148,1,2
160150,1,1
160155,1,1
160160,1,1
160161,1,1
160168,1,1
160170,1,1
160172,1,1
160174,1,1
160203,1,1
160219,1,1
160221,1,1
160246,1,1
160253,1,1
160272,1,1
160289,1,1
160290,1,1
160309,1,1
160320,1,2
160323,1,1
160329,1,2
160333,1,1
160337,1,5
160349,1,1
160350,1,1
160357,1,2
160375,1,1
160377,NA,1
160384,1,2
160387,1,2
160406,1,1
160409,1,1
160418,1,1
160423,1,1
160426,1,2
160432,1,1
160434,1,1
160436,1,1
160446,1,1
160453,1,1
160456,1,1
160457,1,1
160473,1,1
160474,1,1
160483,1,1
160490,1,1
160491,1,1
160495,1,1
160499,NA,NA
160510,1,1
160511,1,2
160518,1,1
160540,1,1
160541,1,1
160544,1,1
160548,1,1
160595,1,1
160613,1,1
160615,1,1
160616,1,1
160620,1,1
160638,1,1
160643,1,1
160644,1,1
160652,1,1
160662,1,1
160672,1,1
160681,1,1
160689,1,1
160693,1,2
160696,7,14
160697,1,1
160722,1,2
160733,1,1
160758,1,1
160759,1,1
160762,1,1
160764,1,1
160768,1,2
160773,1,2
160783,1,1
160793,1,1
160795,1,1
160834,1,1
160858,1,1
160875,1,1
160879,1,1
160883,1,1
160901,1,1
160914,1,1
160915,1,14
160920,1,1
160921,1,1
160922,1,2
160923,NA,NA
160926,1,1
160933,1,1
160939,1,1
160940,1,1
160943,1,1
160947,1,1
160964,1,1
160966,1,1
160970,1,1
160975,1,1
160979,1,1
160996,1,1
160997,1,1
160999,NA,NA
161000,7,14
161011,1,1
161017,1,1
161033,1,1
161035,1,2
161044,1,1
161046,1,1
161053,1,1
161059,1,1
161060,NA,NA
161072,1,1
161082,1,1
161085,1,1
161088,1,1
161097,1,1
161099,1,1
161104,1,1
161107,NA,NA
161108,1,1
161128,1,1
161157,1,1
161158,1,1
161165,1,1
161172,7,14
161185,1,1
161187,1,1
161189,1,1
161204,1,1
161206,1,1
161207,1,1
161208,1,1
161213,1,1
161225,1,1
161232,1,1
161233,1,1
161245,1,2
161253,1,1
161254,1,1
161256,1,1
161265,1,1
161272,1,1
161282,1,1
161287,1,1
161288,1,1
161299,1,1
161302,1,1
161306,1,1
161312,1,1
161313,1,NA
161322,1,1
161325,1,2
161327,1,1
161342,1,1
161344,1,2
161351,1,5
161358,1,1
161365,1,1
161410,1,1
161414,1,1
161422,1,1
161435,1,1
161438,1,1
161439,7,14
161442,1,1
161452,NA,NA
161459,1,1
161472,1,1
161474,7,14
161482,1,1
161490,NA,NA
161491,1,1
161511,1,2
161517,NA,NA
161518,1,1
161519,1,1
161522,1,1
161525,1,1
161526,1,1
161529,1,1
161556,1,1
161561,1,1
161562,1,1
161566,1,1
161569,1,1
161579,1,1
161584,NA,NA
161600,1,1
161606,1,2
161609,1,1
161612,1,1
161615,7,14
161620,1,1
161626,1,1
161664,1,1
161668,1,1
161671,1,1
161686,1,1
161694,1,12
161697,1,1
161702,1,1
161703,1,1
161713,1,1
161714,1,1
161716,1,1
161719,1,1
161726,1,4
161747,NA,NA
161751,1,1
161752,1,1
161762,1,2
161775,1,1
161782,1,1
161784,1,1
161805,1,1
161808,1,1
161823,1,1
161829,1,1
161831,1,1
161838,1,1
161854,1,1
161856,NA,NA
161862,1,1
161870,NA,NA
161871,1,1
161872,1,1
161878,1,1
161886,1,2
161889,1,NA
161906,7,14
161908,1,1
161917,1,1
161925,1,1
161927,1,1
161961,1,1
161974,1,1
161976,1,1
161979,1,12
161985,3,12
161993,NA,NA
162001,1,1
162005,1,1
162011,1,1
162018,1,1
162022,1,1
162028,1,1
162035,1,1
162040,1,1
162044,1,1
162050,1,1
162053,1,1
162059,1,1
162064,1,1
162068,1,1
162071,1,1
162072,1,1
162074,1,2
162085,1,2
162086,1,1
162091,NA,NA
162103,1,1
162106,1,1
162113,1,1
162118,1,1
162131,1,1
162140,1,1
162144,1,2
162161,NA,NA
162166,1,1
162168,1,1
162171,1,1
162178,1,1
162182,1,1
162187,1,1
162191,1,1
162205,1,1
162210,1,1
162213,1,1
162214,1,1
162218,1,1
162231,1,1
162233,1,1
162251,1,1
162252,1,1
162254,1,1
162269,NA,NA
162278,1,1
162292,1,1
162307,7,14
162308,1,2
162313,1,2
162323,1,1
162324,1,1
162347,1,1
162355,1,1
162367,1,1
162368,1,1
162383,1,1
162398,1,1
162403,1,1
162406,1,5
162418,1,2
162423,1,1
162442,1,1
162443,1,1
162458,1,1
162462,1,1
162463,1,1
162464,7,14
162466,1,1
162470,1,1
162474,1,2
162485,1,1
162487,1,1
162492,1,2
162501,1,1
162503,1,1
162515,1,1
162516,1,1
162517,1,1
162519,1,1
162523,1,1
162536,1,1
162550,1,1
162553,1,1
162559,1,1
162560,1,1
162563,1,12
162577,1,1
162580,1,1
162590,1,1
162593,1,1
162597,1,1
162625,1,1
162629,1,2
162655,1,1
162656,1,1
162661,1,1
162664,1,2
162670,1,1
162681,7,14
162684,1,1
162686,1,1
162691,1,1
162694,1,1
162699,1,1
162700,1,1
162717,1,1
162737,NA,NA
162740,NA,NA
162741,1,1
162747,1,1
162756,1,1
162758,1,1
162765,1,1
162771,1,1
162774,1,1
162786,1,1
162796,1,1
162800,1,1
162815,1,1
162818,1,2
162827,1,1
162845,1,1
162847,1,1
162856,1,1
162857,1,1
162859,1,1
162860,1,2
162863,1,1
162871,1,1
162872,1,1
162874,1,1
162879,1,1
162895,1,12
162896,1,1
162901,1,1
162928,1,1
162937,1,1
162945,1,1
162949,7,14
162951,1,1
162961,1,1
162964,1,1
162972,1,1
163012,1,1
163017,1,1
163019,1,1
163028,1,1
163031,1,1
163039,1,1
163048,1,4
163069,1,1
163078,1,1
163096,1,1
163099,1,1
163107,1,1
163109,1,1
163113,1,1
163123,1,1
163133,1,1
163136,1,1
163139,1,1
163141,1,1
163143,NA,NA
163150,1,1
163166,1,1
163169,1,1
163185,1,1
163186,1,1
163191,1,1
163193,1,1
163198,1,1
163209,NA,NA
163226,1,1
163227,1,1
163228,1,1
163235,1,1
163237,1,1
163241,1,1
163243,NA,NA
163244,1,1
163247,1,1
163263,1,1
163272,1,1
163281,1,1
163283,1,1
163285,1,1
163295,1,1
163300,1,1
163306,1,1
163309,1,1
163311,1,1
163312,1,1
163313,1,1
163325,1,1
163334,1,1
163335,1,2
163336,1,1
163337,1,1
163338,1,1
163342,1,1
163344,1,1
163355,1,1
163363,1,1
163367,1,1
